boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
31,11,16,1,14,2
44,32,27,38,46,7
16,25,40,49,4,3
15,28,22,2,5,2
48,35,20,31,36,10
7,49,18,9,16,3
8,44,37,43,45,2
45,40,17,6,31,9
34,44,27,23,4,4
7,43,10,9,14,1
40,28,35,13,12,8
22,6,48,7,14,8
3,31,6,10,29,8
4,6,44,8,48,10
6,11,13,24,10,9
11,39,48,10,29,9
48,20,15,9,49,6
17,49,24,43,28,8
47,34,26,43,29,4
48,49,10,46,23,8
27,12,38,7,30,1
43,32,15,23,41,8
24,45,39,33,35,1
8,20,3,12,13,4
36,5,6,39,46,6
43,1,48,2,47,10
30,1,10,2,39,8
6,30,40,43,35,3
13,9,17,37,48,1
12,10,16,35,14,6
30,29,24,3,43,5
40,47,48,1,36,3
37,41,13,26,2,5
30,45,49,27,48,1
23,7,38,35,6,7
18,8,26,9,32,1
32,42,12,44,34,5
22,12,47,5,29,8
9,3,19,41,43,8
12,21,47,44,25,3
2,42,6,20,21,8
5,13,25,12,24,7
39,48,30,5,32,8
18,20,38,43,47,3
44,48,6,29,15,4
47,30,6,15,3,9
41,44,8,37,46,3
45,34,20,30,1,9
1,11,28,12,20,7
16,44,3,38,27,7
13,10,16,42,35,4
37,16,17,33,34,6
15,33,22,19,37,4
37,6,4,17,22,6
12,25,37,29,34,9
37,46,4,18,16,5
18,45,4,25,33,1
23,42,48,45,12,9
44,13,19,15,39,1
49,46,28,19,39,4
33,6,27,1,35,9
10,14,1,40,18,7
29,26,7,12,47,9
6,8,20,24,42,6
10,40,35,32,38,3
32,23,16,1,4,7
8,36,43,27,14,5
39,8,40,21,7,7
31,29,25,19,41,4
13,15,39,2,9,4
13,36,41,15,5,10
32,38,36,31,49,1
38,24,42,21,14,4
3,25,30,13,37,2
34,30,9,12,32,7
45,37,47,25,31,7
24,41,45,23,10,1
13,44,35,3,25,2
14,11,38,21,35,3
40,30,16,5,28,9
16,26,6,8,9,7
40,41,5,33,16,2
34,37,24,48,29,2
3,16,31,43,18,5
23,43,17,21,18,4
9,30,46,43,31,10
18,29,17,34,8,6
48,8,10,28,2,2
26,47,16,33,21,8
48,30,37,29,9,1
1,49,5,29,38,9
48,27,23,35,24,5
12,22,34,18,39,6
25,43,18,47,40,9
26,25,40,14,39,3
44,43,49,41,31,5
5,29,4,7,27,5
49,34,37,36,8,10
22,43,36,40,21,5
49,12,17,41,21,7
23,45,36,34,44,3
1,36,9,41,27,1
40,43,39,41,1,9
9,8,28,40,17,8
17,22,18,8,30,5
27,21,22,7,31,10
33,31,28,34,42,3
25,44,6,30,22,7
22,13,1,27,5,1
16,13,9,28,47,10
30,22,20,43,12,9
33,7,47,22,43,6
27,41,34,6,45,5
20,15,27,46,6,3
18,46,37,16,35,6
48,37,46,44,34,9
27,6,8,14,16,5
7,42,28,45,41,9
17,21,31,1,46,5
47,39,38,41,48,9
8,36,46,4,33,7
28,29,41,40,49,5
48,18,3,28,40,7
11,3,20,14,1,2
17,44,18,45,29,5
10,40,42,20,6,10
34,16,44,3,9,3
46,2,44,9,25,9
35,14,10,26,25,5
2,49,9,38,18,8
2,5,8,43,49,1
43,25,28,2,11,5
42,39,28,13,40,1
33,18,1,30,6,2
25,5,46,36,31,8
16,21,34,48,24,3
1,39,31,13,42,7
40,16,46,42,47,2
26,10,6,41,3,9
